Index, Time, t(seconds), T1,T2,T3,T4,T5,T6,T7,T8,Tenv,Tavg,Tmin,Tmax,Trange,Tsigma,,difference-in-temp
392, 2024/5/3 14:11:01,392.72,17.55,18.52,37.28,6.328,--,--,--,--,23.52,26.05,17.55,37.28,19.73,9.62815,,
393, 2024/5/3 14:11:02,393.74,17.56,18.49,37.25,6.336,--,--,--,--,23.51,26.04,17.56,37.25,19.69,9.623053,,
394, 2024/5/3 14:11:03,394.75,17.59,18.49,37.24,6.32,--,--,--,--,23.51,26.04,17.59,37.24,19.65,9.60703,,
395, 2024/5/3 14:11:04,395.76,17.61,18.47,37.25,6.312,--,--,--,--,23.52,26.04,17.61,37.25,19.64,9.608642,,
396, 2024/5/3 14:11:05,396.78,17.59,18.46,37.2,6.312,--,--,--,--,23.51,26.02,17.59,37.2,19.61,9.597692,,
397, 2024/5/3 14:11:06,397.8,17.57,18.48,37.17,6.32,--,--,--,--,23.52,26.02,17.57,37.17,19.6,9.588341,,
398, 2024/5/3 14:11:07,398.81,17.58,18.48,37.15,6.32,--,--,--,--,23.51,26.01,17.58,37.15,19.57,9.577652,,
399, 2024/5/3 14:11:08,399.83,17.61,18.48,37.11,6.296,--,--,--,--,23.51,26,17.61,37.11,19.5,9.548308,,
400, 2024/5/3 14:11:09,400.84,17.6,18.51,37.11,6.304,--,--,--,--,23.51,26.01,17.6,37.11,19.51,9.545053,,
401, 2024/5/3 14:11:10,401.85,17.56,18.49,37.1,6.304,--,--,--,--,23.51,25.99,17.56,37.1,19.54,9.55817,,
402, 2024/5/3 14:11:11,402.87,17.59,18.47,37.07,6.32,--,--,--,--,23.51,25.99,17.59,37.07,19.48,9.546366,,
403, 2024/5/3 14:11:12,403.88,17.59,18.54,37.07,6.328,--,--,--,--,23.52,26.01,17.59,37.07,19.48,9.529717,,
404, 2024/5/3 14:11:13,404.89,17.59,18.56,37.02,6.352,--,--,--,--,23.52,26.01,17.59,37.02,19.43,9.510274,,
405, 2024/5/3 14:11:14,405.9,17.59,18.6,36.99,6.344,--,--,--,--,23.51,26.01,17.59,36.99,19.4,9.486562,,
406, 2024/5/3 14:11:15,406.91,17.61,18.63,36.98,6.288,--,--,--,--,23.51,26.01,17.61,36.98,19.37,9.457084,,
407, 2024/5/3 14:11:16,407.93,17.59,18.68,36.99,6.304,--,--,--,--,23.52,26.02,17.59,36.99,19.4,9.457298,,
408, 2024/5/3 14:11:17,408.94,17.59,18.73,36.97,6.296,--,--,--,--,23.52,26.03,17.59,36.97,19.38,9.434962,,
409, 2024/5/3 14:11:18,409.95,17.55,18.76,36.94,6.288,--,--,--,--,23.51,26.01,17.55,36.94,19.39,9.425904,,
410, 2024/5/3 14:11:19,410.96,17.61,18.74,36.94,6.312,--,--,--,--,23.52,26.03,17.61,36.94,19.33,9.418219,,
411, 2024/5/3 14:11:20,411.98,17.58,18.72,36.92,6.344,--,--,--,--,23.52,26.02,17.58,36.92,19.34,9.431439,,
412, 2024/5/3 14:11:21,413,17.63,19.04,36.9,6.328,--,--,--,--,23.53,26.11,17.63,36.9,19.27,9.323571,,
413, 2024/5/3 14:11:22,414.01,17.63,19.15,36.88,6.328,--,--,--,--,23.52,26.13,17.63,36.88,19.25,9.288189,,
414, 2024/5/3 14:11:23,415.03,17.66,19.25,36.86,6.32,--,--,--,--,23.52,26.15,17.66,36.86,19.2,9.244643,,
415, 2024/5/3 14:11:24,416.04,17.63,19.28,36.83,6.328,--,--,--,--,23.52,26.15,17.63,36.83,19.2,9.236515,,
416, 2024/5/3 14:11:25,417.06,17.6,19.29,36.81,6.296,--,--,--,--,23.51,26.13,17.6,36.81,19.21,9.228782,,
417, 2024/5/3 14:11:26,418.07,17.66,19.15,36.79,6.336,--,--,--,--,23.53,26.12,17.66,36.79,19.13,9.24606,,
418, 2024/5/3 14:11:27,419.08,17.63,19.04,36.77,6.328,--,--,--,--,23.53,26.07,17.63,36.77,19.14,9.273491,,
419, 2024/5/3 14:11:28,420.09,17.63,18.95,36.78,6.296,--,--,--,--,23.52,26.04,17.63,36.78,19.15,9.293306,,
420, 2024/5/3 14:11:29,421.11,17.62,18.9,36.76,6.32,--,--,--,--,23.51,26.03,17.62,36.76,19.14,9.30652,,
421, 2024/5/3 14:11:30,422.12,17.63,18.82,36.76,6.32,--,--,--,--,23.53,26.01,17.63,36.76,19.13,9.324017,,
422, 2024/5/3 14:11:31,423.13,17.6,18.86,36.72,6.328,--,--,--,--,23.52,26.01,17.6,36.72,19.12,9.309141,,
423, 2024/5/3 14:11:32,424.14,17.59,18.81,36.69,6.344,--,--,--,--,23.53,25.99,17.59,36.69,19.1,9.316953,,
424, 2024/5/3 14:11:33,425.16,17.61,18.81,36.68,6.328,--,--,--,--,23.52,25.99,17.61,36.68,19.07,9.303627,,
425, 2024/5/3 14:11:34,426.18,17.57,18.79,36.66,6.352,--,--,--,--,23.52,25.98,17.57,36.66,19.09,9.318377,,
426, 2024/5/3 14:11:35,427.2,17.64,18.82,36.67,6.32,--,--,--,--,23.53,25.99,17.64,36.67,19.03,9.286481,,
427, 2024/5/3 14:11:36,428.21,17.62,18.88,36.61,6.344,--,--,--,--,23.53,26,17.62,36.61,18.99,9.259368,,
428, 2024/5/3 14:11:37,429.22,17.59,18.89,36.59,6.352,--,--,--,--,23.53,25.99,17.59,36.59,19,9.259987,,
429, 2024/5/3 14:11:38,430.23,17.61,18.94,36.61,6.312,--,--,--,--,23.53,26,17.61,36.61,19,9.240069,,
430, 2024/5/3 14:11:39,431.25,17.61,18.92,36.56,6.304,--,--,--,--,23.52,25.98,17.61,36.56,18.95,9.224288,,
431, 2024/5/3 14:11:40,432.28,17.59,19.01,36.56,6.32,--,--,--,--,23.53,26,17.59,36.56,18.97,9.210997,,
432, 2024/5/3 14:11:41,433.29,17.68,19.02,36.56,6.344,--,--,--,--,23.52,26.03,17.68,36.56,18.88,9.186386,,
433, 2024/5/3 14:11:42,434.3,17.66,19.04,36.51,6.36,--,--,--,--,23.53,26.03,17.66,36.51,18.85,9.17182,,
434, 2024/5/3 14:11:43,435.31,17.64,18.93,36.48,6.328,--,--,--,--,23.52,25.98,17.64,36.48,18.84,9.1874,,
435, 2024/5/3 14:11:44,436.33,17.67,18.85,36.52,6.328,--,--,--,--,23.53,25.97,17.67,36.52,18.85,9.214144,,
436, 2024/5/3 14:11:45,437.35,17.64,18.8,36.46,6.344,--,--,--,--,23.53,25.94,17.64,36.46,18.82,9.216741,,
437, 2024/5/3 14:11:46,438.37,17.67,18.74,36.48,6.32,--,--,--,--,23.53,25.93,17.67,36.48,18.81,9.225586,,
438, 2024/5/3 14:11:47,439.38,17.6,18.73,36.41,6.336,--,--,--,--,23.53,25.9,17.6,36.41,18.81,9.226062,,
439, 2024/5/3 14:11:48,440.4,17.66,18.7,36.45,6.336,--,--,--,--,23.53,25.92,17.66,36.45,18.79,9.231115,,
440, 2024/5/3 14:11:49,441.41,17.66,18.67,36.41,6.352,--,--,--,--,23.53,25.91,17.66,36.41,18.75,9.227331,,
441, 2024/5/3 14:11:50,442.42,17.66,18.67,36.37,6.352,--,--,--,--,23.54,25.9,17.66,36.37,18.71,9.21216,,
442, 2024/5/3 14:11:51,443.44,17.63,18.66,36.36,6.36,--,--,--,--,23.54,25.89,17.63,36.36,18.73,9.221738,,
443, 2024/5/3 14:11:52,444.45,17.61,18.66,36.34,6.336,--,--,--,--,23.53,25.87,17.61,36.34,18.73,9.21471,,
444, 2024/5/3 14:11:53,445.47,17.63,18.63,36.35,6.36,--,--,--,--,23.54,25.88,17.63,36.35,18.72,9.225796,,
445, 2024/5/3 14:11:54,446.49,17.63,18.63,36.31,6.344,--,--,--,--,23.54,25.86,17.63,36.31,18.68,9.207036,,
446, 2024/5/3 14:11:55,447.5,17.59,18.62,36.32,6.344,--,--,--,--,23.54,25.85,17.59,36.32,18.73,9.22536,,
447, 2024/5/3 14:11:56,448.52,17.65,18.57,36.29,6.336,--,--,--,--,23.53,25.84,17.65,36.29,18.64,9.207458,,
448, 2024/5/3 14:11:58,449.54,17.65,18.59,36.27,6.344,--,--,--,--,23.53,25.85,17.65,36.27,18.62,9.196455,,
449, 2024/5/3 14:11:59,450.55,17.62,18.54,36.24,6.344,--,--,--,--,23.53,25.82,17.62,36.24,18.62,9.207195,,
450, 2024/5/3 14:12:00,451.56,17.61,18.54,36.2,6.336,--,--,--,--,23.53,25.8,17.61,36.2,18.59,9.193246,,
451, 2024/5/3 14:12:01,452.56,17.6,18.53,36.21,6.312,--,--,--,--,23.53,25.79,17.6,36.21,18.61,9.197131,,
452, 2024/5/3 14:12:02,453.56,17.59,18.53,36.23,6.336,--,--,--,--,23.54,25.8,17.59,36.23,18.64,9.213135,,
453, 2024/5/3 14:12:03,454.56,17.62,18.52,36.17,6.376,--,--,--,--,23.54,25.81,17.62,36.17,18.55,9.19347,,
454, 2024/5/3 14:12:04,455.56,17.63,18.5,36.14,6.344,--,--,--,--,23.54,25.79,17.63,36.14,18.51,9.177119,,
455, 2024/5/3 14:12:05,456.56,17.62,18.54,36.13,6.36,--,--,--,--,23.54,25.8,17.62,36.13,18.51,9.169457,,
456, 2024/5/3 14:12:06,457.56,17.61,18.52,36.15,6.344,--,--,--,--,23.54,25.79,17.61,36.15,18.54,9.181527,,
457, 2024/5/3 14:12:07,458.56,17.6,18.53,36.12,6.336,--,--,--,--,23.55,25.78,17.6,36.12,18.52,9.16873,,
458, 2024/5/3 14:12:08,459.57,17.62,18.55,36.12,6.328,--,--,--,--,23.55,25.79,17.62,36.12,18.5,9.155669,,
459, 2024/5/3 14:12:09,460.57,17.63,18.55,36.07,6.352,--,--,--,--,23.54,25.78,17.63,36.07,18.44,9.139466,,
460, 2024/5/3 14:12:10,461.57,17.59,18.56,36.05,6.328,--,--,--,--,23.54,25.76,17.59,36.05,18.46,9.135664,,
461, 2024/5/3 14:12:11,462.57,17.63,18.51,36.06,6.344,--,--,--,--,23.54,25.77,17.63,36.06,18.43,9.144423,,
462, 2024/5/3 14:12:12,463.57,17.64,18.53,36.06,6.344,--,--,--,--,23.55,25.78,17.64,36.06,18.42,9.136167,,
463, 2024/5/3 14:12:13,464.57,17.62,18.51,36.03,6.392,--,--,--,--,23.55,25.77,17.62,36.03,18.41,9.147371,,
464, 2024/5/3 14:12:14,465.58,17.6,18.47,36.02,6.368,--,--,--,--,23.55,25.75,17.6,36.02,18.42,9.154531,,
465, 2024/5/3 14:12:15,466.58,17.61,18.49,36.02,6.36,--,--,--,--,23.54,25.75,17.61,36.02,18.41,9.144391,,
466, 2024/5/3 14:12:16,467.58,17.57,18.48,35.96,6.368,--,--,--,--,23.55,25.73,17.57,35.96,18.39,9.138379,,
467, 2024/5/3 14:12:17,468.58,17.58,18.39,35.96,6.352,--,--,--,--,23.55,25.7,17.58,35.96,18.38,9.155518,,
468, 2024/5/3 14:12:18,469.58,17.6,18.36,35.94,6.36,--,--,--,--,23.54,25.7,17.6,35.94,18.34,9.152035,,
469, 2024/5/3 14:12:19,470.58,17.58,18.32,35.92,6.352,--,--,--,--,23.54,25.68,17.58,35.92,18.34,9.159276,,
470, 2024/5/3 14:12:20,471.58,17.56,18.36,35.92,6.352,--,--,--,--,23.54,25.68,17.56,35.92,18.36,9.154494,,
471, 2024/5/3 14:12:21,472.58,17.68,18.68,35.89,6.344,--,--,--,--,23.55,25.78,17.68,35.89,18.21,9.02109,,
472, 2024/5/3 14:12:22,473.59,17.74,18.84,35.9,6.328,--,--,--,--,23.55,25.83,17.74,35.9,18.16,8.961277,,
473, 2024/5/3 14:12:23,474.59,17.74,18.9,35.88,6.344,--,--,--,--,23.55,25.85,17.74,35.88,18.14,8.94196,,
474, 2024/5/3 14:12:24,475.59,17.71,18.76,35.88,6.344,--,--,--,--,23.55,25.81,17.71,35.88,18.17,8.987417,,
475, 2024/5/3 14:12:25,476.59,17.71,18.7,35.85,6.336,--,--,--,--,23.54,25.78,17.71,35.85,18.14,8.990044,,
476, 2024/5/3 14:12:26,477.59,17.68,18.6,35.82,6.36,--,--,--,--,23.55,25.75,17.68,35.82,18.14,9.019828,,
477, 2024/5/3 14:12:27,478.59,17.65,18.59,35.81,6.368,--,--,--,--,23.55,25.74,17.65,35.81,18.16,9.029602,,
478, 2024/5/3 14:12:28,479.59,17.65,18.56,35.81,6.344,--,--,--,--,23.55,25.72,17.65,35.81,18.16,9.031816,,
479, 2024/5/3 14:12:29,480.6,17.69,18.52,35.75,6.344,--,--,--,--,23.55,25.71,17.69,35.75,18.06,9.008213,,
480, 2024/5/3 14:12:30,481.6,17.66,18.5,35.75,6.344,--,--,--,--,23.55,25.7,17.66,35.75,18.09,9.022433,,
481, 2024/5/3 14:12:31,482.6,17.62,18.47,35.74,6.376,--,--,--,--,23.55,25.69,17.62,35.74,18.12,9.046255,,
482, 2024/5/3 14:12:32,483.6,17.64,18.49,35.73,6.36,--,--,--,--,23.56,25.69,17.64,35.73,18.09,9.02744,,
483, 2024/5/3 14:12:33,484.6,17.66,18.47,35.72,6.352,--,--,--,--,23.56,25.68,17.66,35.72,18.06,9.021198,,
484, 2024/5/3 14:12:34,485.6,17.63,18.43,35.71,6.344,--,--,--,--,23.56,25.66,17.63,35.71,18.08,9.035124,,
485, 2024/5/3 14:12:35,486.6,17.64,18.43,35.7,6.384,--,--,--,--,23.56,25.67,17.64,35.7,18.06,9.038104,,
486, 2024/5/3 14:12:36,487.6,17.6,18.39,35.68,6.336,--,--,--,--,23.55,25.63,17.6,35.68,18.08,9.041642,,
487, 2024/5/3 14:12:37,488.61,17.58,18.42,35.63,6.352,--,--,--,--,23.55,25.63,17.58,35.63,18.05,9.024948,,
488, 2024/5/3 14:12:38,489.61,17.61,18.41,35.66,6.344,--,--,--,--,23.55,25.64,17.61,35.66,18.05,9.027866,,
489, 2024/5/3 14:12:39,490.61,17.58,18.3,35.63,6.352,--,--,--,--,23.55,25.6,17.58,35.63,18.05,9.057035,,
490, 2024/5/3 14:12:40,491.61,17.64,18.29,35.61,6.344,--,--,--,--,23.56,25.6,17.64,35.61,17.97,9.032732,,
491, 2024/5/3 14:12:41,492.61,17.58,18.23,35.62,6.368,--,--,--,--,23.56,25.58,17.58,35.62,18.04,9.076095,,
492, 2024/5/3 14:12:42,493.61,17.58,18.22,35.61,6.376,--,--,--,--,23.57,25.58,17.58,35.61,18.03,9.077067,,
493, 2024/5/3 14:12:43,494.61,17.54,18.21,35.58,6.36,--,--,--,--,23.56,25.56,17.54,35.58,18.04,9.076566,,
494, 2024/5/3 14:12:44,495.62,17.56,18.16,35.56,6.352,--,--,--,--,23.55,25.54,17.56,35.56,18,9.074888,,
495, 2024/5/3 14:12:45,496.62,17.59,18.17,35.56,6.352,--,--,--,--,23.56,25.55,17.59,35.56,17.97,9.063388,,
496, 2024/5/3 14:12:46,497.62,17.6,18.19,35.55,6.368,--,--,--,--,23.56,25.56,17.6,35.55,17.95,9.055279,,
497, 2024/5/3 14:12:47,498.62,17.55,18.16,35.53,6.368,--,--,--,--,23.56,25.54,17.55,35.53,17.98,9.070724,,
498, 2024/5/3 14:12:48,499.62,17.57,18.19,35.49,6.376,--,--,--,--,23.56,25.54,17.57,35.49,17.92,9.044018,,
499, 2024/5/3 14:12:49,500.62,17.57,18.17,35.47,6.368,--,--,--,--,23.56,25.53,17.57,35.47,17.9,9.040127,,
500, 2024/5/3 14:12:50,501.62,17.59,18.2,35.45,6.368,--,--,--,--,23.56,25.54,17.59,35.45,17.86,9.018789,,
501, 2024/5/3 14:12:51,502.63,17.55,18.19,35.51,6.376,--,--,--,--,23.56,25.54,17.55,35.51,17.96,9.057232,,
502, 2024/5/3 14:12:52,503.63,17.56,18.19,35.45,6.368,--,--,--,--,23.56,25.53,17.56,35.45,17.89,9.030313,,
503, 2024/5/3 14:12:53,504.63,17.54,18.19,35.42,6.384,--,--,--,--,23.56,25.52,17.54,35.42,17.88,9.029198,,
504, 2024/5/3 14:12:54,505.63,17.56,18.17,35.44,6.376,--,--,--,--,23.55,25.52,17.56,35.44,17.88,9.034058,,
505, 2024/5/3 14:12:55,506.63,17.59,18.15,35.41,6.384,--,--,--,--,23.56,25.52,17.59,35.41,17.82,9.021711,,
506, 2024/5/3 14:12:56,507.63,17.55,18.16,35.42,6.352,--,--,--,--,23.56,25.5,17.55,35.42,17.87,9.026422,,
507, 2024/5/3 14:12:57,508.64,17.58,18.13,35.39,6.368,--,--,--,--,23.57,25.5,17.58,35.39,17.81,9.018784,,
508, 2024/5/3 14:12:58,509.64,17.57,18.09,35.41,6.352,--,--,--,--,23.56,25.49,17.57,35.41,17.84,9.035943,,
509, 2024/5/3 14:12:59,510.64,17.56,18.07,35.35,6.384,--,--,--,--,23.57,25.48,17.56,35.35,17.79,9.03041,,
510, 2024/5/3 14:13:00,511.64,17.56,18.09,35.32,6.36,--,--,--,--,23.56,25.47,17.56,35.32,17.76,9.007982,,
511, 2024/5/3 14:13:01,512.64,17.52,18.06,35.34,6.376,--,--,--,--,23.56,25.46,17.52,35.34,17.82,9.039184,,
512, 2024/5/3 14:13:02,513.64,17.58,18.05,35.32,6.384,--,--,--,--,23.57,25.47,17.58,35.32,17.74,9.019116,,
513, 2024/5/3 14:13:03,514.64,17.54,18.06,35.31,6.36,--,--,--,--,23.57,25.45,17.54,35.31,17.77,9.018377,,
514, 2024/5/3 14:13:04,515.64,17.57,18.11,35.3,6.368,--,--,--,--,23.57,25.47,17.57,35.3,17.73,8.994321,,
515, 2024/5/3 14:13:05,516.65,17.54,18.14,35.3,6.344,--,--,--,--,23.57,25.46,17.54,35.3,17.76,8.988929,,
516, 2024/5/3 14:13:06,517.65,17.53,18.14,35.25,6.392,--,--,--,--,23.57,25.46,17.53,35.25,17.72,8.985771,,
517, 2024/5/3 14:13:07,518.65,17.54,18.13,35.24,6.376,--,--,--,--,23.57,25.46,17.54,35.24,17.7,8.977863,,
518, 2024/5/3 14:13:08,519.65,17.55,18.13,35.24,6.36,--,--,--,--,23.58,25.45,17.55,35.24,17.69,8.970881,,
519, 2024/5/3 14:13:09,520.65,17.53,18.09,35.21,6.376,--,--,--,--,23.58,25.44,17.53,35.21,17.68,8.9808,,
520, 2024/5/3 14:13:10,521.65,17.57,18.06,35.2,6.352,--,--,--,--,23.57,25.43,17.57,35.2,17.63,8.967568,,
521, 2024/5/3 14:13:11,522.66,17.53,18.03,35.19,6.376,--,--,--,--,23.57,25.42,17.53,35.19,17.66,8.989942,,
522, 2024/5/3 14:13:12,523.65,17.53,18.05,35.18,6.368,--,--,--,--,23.58,25.42,17.53,35.18,17.65,8.978807,,
523, 2024/5/3 14:13:13,524.66,17.55,17.98,35.14,6.368,--,--,--,--,23.57,25.39,17.55,35.14,17.59,8.977682,,
524, 2024/5/3 14:13:14,525.66,17.53,18,35.13,6.376,--,--,--,--,23.57,25.39,17.53,35.13,17.6,8.976444,,
525, 2024/5/3 14:13:15,526.66,17.55,18,35.1,6.36,--,--,--,--,23.58,25.39,17.55,35.1,17.55,8.955663,,
526, 2024/5/3 14:13:16,527.66,17.57,17.94,35.12,6.36,--,--,--,--,23.57,25.38,17.57,35.12,17.55,8.973617,,
527, 2024/5/3 14:13:17,528.66,17.54,17.99,35.14,6.368,--,--,--,--,23.58,25.39,17.54,35.14,17.6,8.977845,,
528, 2024/5/3 14:13:18,529.66,17.53,17.96,35.05,6.376,--,--,--,--,23.57,25.36,17.53,35.05,17.52,8.958561,,
529, 2024/5/3 14:13:19,530.66,17.55,17.94,35.05,6.408,--,--,--,--,23.57,25.37,17.55,35.05,17.5,8.966532,,
530, 2024/5/3 14:13:20,531.67,17.56,17.94,35.04,6.368,--,--,--,--,23.58,25.36,17.56,35.04,17.48,8.949682,,
531, 2024/5/3 14:13:21,532.67,17.54,17.96,35.05,6.376,--,--,--,--,23.58,25.37,17.54,35.05,17.51,8.955647,,
532, 2024/5/3 14:13:22,533.67,17.54,17.92,35.04,6.376,--,--,--,--,23.57,25.35,17.54,35.04,17.5,8.963085,,
533, 2024/5/3 14:13:23,534.67,17.51,17.92,35,6.36,--,--,--,--,23.57,25.33,17.51,35,17.49,8.953267,,
534, 2024/5/3 14:13:24,535.67,17.5,17.9,35,6.368,--,--,--,--,23.58,25.33,17.5,35,17.5,8.96377,,
535, 2024/5/3 14:13:25,536.67,17.54,17.91,35,6.4,--,--,--,--,23.58,25.35,17.54,35,17.46,8.957684,,
536, 2024/5/3 14:13:26,537.67,17.55,17.91,34.96,6.376,--,--,--,--,23.58,25.33,17.55,34.96,17.41,8.934168,,
537, 2024/5/3 14:13:27,538.68,17.55,17.91,34.98,6.384,--,--,--,--,23.58,25.34,17.55,34.98,17.43,8.943433,,
538, 2024/5/3 14:13:28,539.68,17.53,17.92,34.99,6.384,--,--,--,--,23.59,25.34,17.53,34.99,17.46,8.950072,,
539, 2024/5/3 14:13:29,540.68,17.53,17.92,34.95,6.392,--,--,--,--,23.57,25.33,17.53,34.95,17.42,8.937795,,
540, 2024/5/3 14:13:30,541.68,17.49,17.97,34.92,6.384,--,--,--,--,23.57,25.33,17.49,34.92,17.43,8.92284,,
541, 2024/5/3 14:13:31,542.68,17.5,18.01,34.93,6.4,--,--,--,--,23.58,25.35,17.5,34.93,17.43,8.916699,,
542, 2024/5/3 14:13:32,543.68,17.51,18.05,34.9,6.4,--,--,--,--,23.58,25.35,17.51,34.9,17.39,8.892061,,
543, 2024/5/3 14:13:33,544.68,17.5,18.05,34.92,6.392,--,--,--,--,23.58,25.35,17.5,34.92,17.42,8.90007,,
544, 2024/5/3 14:13:34,545.69,17.53,18.07,34.89,6.376,--,--,--,--,23.58,25.35,17.53,34.89,17.36,8.870851,,
545, 2024/5/3 14:13:35,546.69,17.5,18.07,34.87,6.376,--,--,--,--,23.58,25.34,17.5,34.87,17.37,8.872511,,
546, 2024/5/3 14:13:36,547.69,17.52,18.09,34.88,6.368,--,--,--,--,23.59,25.35,17.52,34.88,17.36,8.862655,,
547, 2024/5/3 14:13:37,548.69,17.52,18.07,34.85,6.376,--,--,--,--,23.59,25.34,17.52,34.85,17.33,8.859462,,
548, 2024/5/3 14:13:38,549.69,17.51,18.08,34.82,6.376,--,--,--,--,23.58,25.33,17.51,34.82,17.31,8.848943,,
549, 2024/5/3 14:13:39,550.69,17.51,18.08,34.85,6.384,--,--,--,--,23.58,25.34,17.51,34.85,17.34,8.86177,,
550, 2024/5/3 14:13:40,551.69,17.51,18.05,34.81,6.4,--,--,--,--,23.58,25.33,17.51,34.81,17.3,8.859897,,
551, 2024/5/3 14:13:41,552.7,17.52,18.03,34.79,6.408,--,--,--,--,23.58,25.32,17.52,34.79,17.27,8.857423,,
552, 2024/5/3 14:13:42,553.7,17.52,18.03,34.76,6.392,--,--,--,--,23.59,25.31,17.52,34.76,17.24,8.842498,,
553, 2024/5/3 14:13:43,554.7,17.49,18.02,34.79,6.392,--,--,--,--,23.58,25.31,17.49,34.79,17.3,8.864748,,
554, 2024/5/3 14:13:44,555.7,17.53,17.99,34.77,6.368,--,--,--,--,23.59,25.3,17.53,34.77,17.24,8.847784,,
555, 2024/5/3 14:13:45,556.7,17.5,18,34.78,6.384,--,--,--,--,23.58,25.3,17.5,34.78,17.28,8.861617,,
556, 2024/5/3 14:13:46,557.7,17.52,18.01,34.74,6.4,--,--,--,--,23.59,25.3,17.52,34.74,17.22,8.842995,,
557, 2024/5/3 14:13:47,558.7,17.53,17.97,34.7,6.368,--,--,--,--,23.58,25.28,17.53,34.7,17.17,8.828351,,
558, 2024/5/3 14:13:48,559.71,17.54,17.94,34.74,6.384,--,--,--,--,23.59,25.29,17.54,34.74,17.2,8.852199,,
559, 2024/5/3 14:13:49,560.71,17.5,17.9,34.68,6.36,--,--,--,--,23.58,25.24,17.5,34.68,17.18,8.847208,,
560, 2024/5/3 14:13:50,561.71,17.5,17.91,34.66,6.4,--,--,--,--,23.59,25.25,17.5,34.66,17.16,8.848018,,
561, 2024/5/3 14:13:51,562.71,17.49,17.9,34.65,6.36,--,--,--,--,23.58,25.23,17.49,34.65,17.16,8.839465,,
562, 2024/5/3 14:13:52,563.71,17.53,17.88,34.66,6.392,--,--,--,--,23.6,25.25,17.53,34.66,17.13,8.845447,,
563, 2024/5/3 14:13:53,564.71,17.5,17.86,34.65,6.384,--,--,--,--,23.59,25.23,17.5,34.65,17.15,8.854043,,
564, 2024/5/3 14:13:54,565.71,17.5,17.85,34.63,6.36,--,--,--,--,23.58,25.22,17.5,34.63,17.13,8.843307,,
565, 2024/5/3 14:13:55,566.71,17.5,17.86,34.62,6.368,--,--,--,--,23.59,25.22,17.5,34.62,17.12,8.839125,,
566, 2024/5/3 14:13:56,567.72,17.53,17.88,34.62,6.4,--,--,--,--,23.6,25.24,17.53,34.62,17.09,8.833423,,
567, 2024/5/3 14:13:57,568.72,17.48,17.87,34.6,6.36,--,--,--,--,23.59,25.21,17.48,34.6,17.12,8.83295,,
568, 2024/5/3 14:13:58,569.72,17.49,17.83,34.57,6.36,--,--,--,--,23.58,25.2,17.49,34.57,17.08,8.830513,,
569, 2024/5/3 14:13:59,570.72,17.49,17.85,34.59,6.352,--,--,--,--,23.58,25.2,17.49,34.59,17.1,8.829894,,
570, 2024/5/3 14:14:00,571.72,17.49,17.89,34.56,6.392,--,--,--,--,23.59,25.22,17.49,34.56,17.07,8.818947,,
571, 2024/5/3 14:14:01,572.72,17.54,17.93,34.56,6.376,--,--,--,--,23.6,25.24,17.54,34.56,17.02,8.788958,,
572, 2024/5/3 14:14:02,573.72,17.5,17.9,34.52,6.376,--,--,--,--,23.59,25.21,17.5,34.52,17.02,8.794813,,
573, 2024/5/3 14:14:03,574.73,17.5,17.91,34.51,6.408,--,--,--,--,23.59,25.22,17.5,34.51,17.01,8.797185,,
574, 2024/5/3 14:14:04,575.73,17.53,17.92,34.52,6.392,--,--,--,--,23.59,25.23,17.53,34.52,16.99,8.784837,,
575, 2024/5/3 14:14:05,576.73,17.51,17.93,34.51,6.384,--,--,--,--,23.6,25.22,17.51,34.51,17,8.78222,,
576, 2024/5/3 14:14:06,577.73,17.53,17.92,34.48,6.416,--,--,--,--,23.59,25.22,17.53,34.48,16.95,8.777267,,
577, 2024/5/3 14:14:07,578.73,17.5,17.93,34.49,6.384,--,--,--,--,23.59,25.21,17.5,34.49,16.99,8.778097,,
578, 2024/5/3 14:14:08,579.73,17.52,17.91,34.47,6.392,--,--,--,--,23.6,25.21,17.52,34.47,16.95,8.772916,,
579, 2024/5/3 14:14:09,580.73,17.53,17.94,34.44,6.36,--,--,--,--,23.59,25.2,17.53,34.44,16.91,8.742429,,
580, 2024/5/3 14:14:10,581.74,17.5,17.9,34.47,6.384,--,--,--,--,23.59,25.2,17.5,34.47,16.97,8.779357,,
581, 2024/5/3 14:14:11,582.74,17.49,17.93,34.4,6.376,--,--,--,--,23.59,25.18,17.49,34.4,16.91,8.747189,,
582, 2024/5/3 14:14:12,583.74,17.49,17.89,34.42,6.376,--,--,--,--,23.58,25.18,17.49,34.42,16.93,8.765285,,
583, 2024/5/3 14:14:13,584.74,17.47,17.89,34.41,6.368,--,--,--,--,23.59,25.17,17.47,34.41,16.94,8.765442,,
584, 2024/5/3 14:14:14,585.74,17.51,17.86,34.37,6.368,--,--,--,--,23.59,25.16,17.51,34.37,16.86,8.748033,,
585, 2024/5/3 14:14:15,586.74,17.47,17.82,34.39,6.376,--,--,--,--,23.58,25.15,17.47,34.39,16.92,8.780024,,
586, 2024/5/3 14:14:16,587.74,17.52,17.83,34.38,6.368,--,--,--,--,23.59,25.16,17.52,34.38,16.86,8.756989,,
587, 2024/5/3 14:14:17,588.75,17.47,17.85,34.37,6.376,--,--,--,--,23.6,25.15,17.47,34.37,16.9,8.764672,,
